File Path;Name;Description;Family;Number;Background;Shaped
https://nftstorage.link/ipfs/bafybeifqxsegwfcwusihwelfsagrsanbqjmckwlfr7i3lx72f27lu5l34y/SodaCan_120.png;Arctic Majesty Soda;Frozen wilderness encapsulated.;polar bear;120;Plain;No
https://nftstorage.link/ipfs/bafybeifqxsegwfcwusihwelfsagrsanbqjmckwlfr7i3lx72f27lu5l34y/SodaCan_121.png;Arctic Essence Captured 1;A polar bear's spirit, forever encased in a frosted vessel.;polar bear;121;Plain;No
https://nftstorage.link/ipfs/bafybeifqxsegwfcwusihwelfsagrsanbqjmckwlfr7i3lx72f27lu5l34y/SodaCan_122.png;Frosted Polar Essence;A polar bear's mystical emergence from a frosted can, illuminates winter's magic.;polar bear;122;Styled;No
https://nftstorage.link/ipfs/bafybeifqxsegwfcwusihwelfsagrsanbqjmckwlfr7i3lx72f27lu5l34y/SodaCan_123.png;Arctic Essence Brew;A polar bear is immortalized in a can, symbolizing nature's frozen purity.;polar bear;123;Plain;No
https://nftstorage.link/ipfs/bafybeifqxsegwfcwusihwelfsagrsanbqjmckwlfr7i3lx72f27lu5l34y/SodaCan_124.png;Arctic Essence Can 1;The polar bear's wintry spirit is captured in frosted aluminum.;polar bear;124;Styled;No
https://nftstorage.link/ipfs/bafybeifqxsegwfcwusihwelfsagrsanbqjmckwlfr7i3lx72f27lu5l34y/SodaCan_125.png;Arctic Sovereign Can;Majestic polar bear towering over its frosty realm.;polar bear;125;Plain;No
https://nftstorage.link/ipfs/bafybeifqxsegwfcwusihwelfsagrsanbqjmckwlfr7i3lx72f27lu5l34y/SodaCan_126.png;Arctic Sovereign Sentinel 1;A majestic polar bear guards its icy realm.;polar bear;126;Styled;No
https://nftstorage.link/ipfs/bafybeifqxsegwfcwusihwelfsagrsanbqjmckwlfr7i3lx72f27lu5l34y/SodaCan_127.png;Arctic Sentinel Brew 2;Majestic polar guardian graces this frosty brew can.;polar bear;127;Styled;No
https://nftstorage.link/ipfs/bafybeifqxsegwfcwusihwelfsagrsanbqjmckwlfr7i3lx72f27lu5l34y/SodaCan_128.png;Arctic Sentinel Majesty;Majestic guardian of icy realms.;polar bear;128;Styled;No
https://nftstorage.link/ipfs/bafybeifqxsegwfcwusihwelfsagrsanbqjmckwlfr7i3lx72f27lu5l34y/SodaCan_129.png;Frost Sovereign Sentinel;Majestic bear guards icy realm.;polar bear;129;Styled;No
https://nftstorage.link/ipfs/bafybeifqxsegwfcwusihwelfsagrsanbqjmckwlfr7i3lx72f27lu5l34y/SodaCan_130.png;Arctic Sentinel Can 2;Majestic polar bear guards frosty wilderness.;polar bear;130;Plain;No
https://nftstorage.link/ipfs/bafybeifqxsegwfcwusihwelfsagrsanbqjmckwlfr7i3lx72f27lu5l34y/SodaCan_131.png;Arctic Sovereign Sentinel 2;Majestic bear guards frosty realm.;polar bear;131;Styled;No
https://nftstorage.link/ipfs/bafybeifqxsegwfcwusihwelfsagrsanbqjmckwlfr7i3lx72f27lu5l34y/SodaCan_132.png;Arctic Sovereign Sentinel 3;Majestic guardian of frost realms.;polar bear;132;Styled;No
https://nftstorage.link/ipfs/bafybeifqxsegwfcwusihwelfsagrsanbqjmckwlfr7i3lx72f27lu5l34y/SodaCan_133.png;Arctic Essence Can 2;A cub preserved in icy serenity.;polar bear;133;Styled;No
https://nftstorage.link/ipfs/bafybeifqxsegwfcwusihwelfsagrsanbqjmckwlfr7i3lx72f27lu5l34y/SodaCan_134.png;Arctic Can Cub;Chill in the wilderness.;polar bear;134;Plain;No
https://nftstorage.link/ipfs/bafybeifqxsegwfcwusihwelfsagrsanbqjmckwlfr7i3lx72f27lu5l34y/SodaCan_135.png;Arctic Essence Can 3;A polar cub in a can symbolizes frozen innocence.;polar bear;135;Plain;No
https://nftstorage.link/ipfs/bafybeifqxsegwfcwusihwelfsagrsanbqjmckwlfr7i3lx72f27lu5l34y/SodaCan_136.png;Arctic Essence Soda 2;Preserved polar innocence.;polar bear;136;Plain;No
https://nftstorage.link/ipfs/bafybeifqxsegwfcwusihwelfsagrsanbqjmckwlfr7i3lx72f27lu5l34y/SodaCan_137.png;Mystic Jungle King;The vibrant lion's spirit is captured in psychedelic colors.;monkey;137;Plain;No
https://nftstorage.link/ipfs/bafybeifqxsegwfcwusihwelfsagrsanbqjmckwlfr7i3lx72f27lu5l34y/SodaCan_138.png;Primal Gaze Thirst;A stoic simian's visage, encapsulated in vibrant pop art, thirsting for attention.;monkey;138;Plain;No
https://nftstorage.link/ipfs/bafybeifqxsegwfcwusihwelfsagrsanbqjmckwlfr7i3lx72f27lu5l34y/SodaCan_139.png;Primal Sip Sovereign;A can cloaked in primal power, eyes ablaze with silent tales.;monkey;139;Styled;No
https://nftstorage.link/ipfs/bafybeifqxsegwfcwusihwelfsagrsanbqjmckwlfr7i3lx72f27lu5l34y/SodaCan_140.png;Chromatic Monkey Gaze;A vibrant, soulful stare captured amidst psychedelic swirls.;monkey;140;Styled;No
https://nftstorage.link/ipfs/bafybeifqxsegwfcwusihwelfsagrsanbqjmckwlfr7i3lx72f27lu5l34y/SodaCan_141.png;Mystic Feline Aura;An enchanting, vividly colored lion's essence captured on a can.;monkey;141;Styled;No
https://nftstorage.link/ipfs/bafybeifqxsegwfcwusihwelfsagrsanbqjmckwlfr7i3lx72f27lu5l34y/SodaCan_142.png;Psychedelic Primal Gaze;Mystic beast in a vibrant trance.;monkey;142;Plain;No
https://nftstorage.link/ipfs/bafybeifqxsegwfcwusihwelfsagrsanbqjmckwlfr7i3lx72f27lu5l34y/SodaCan_143.png;Mystic Primate Elixir 1;A vibrant symphony in a can.;monkey;143;Styled;No
https://nftstorage.link/ipfs/bafybeifqxsegwfcwusihwelfsagrsanbqjmckwlfr7i3lx72f27lu5l34y/SodaCan_144.png;Mystic Spectrum Simian;Vibrant tribal mandrill, encased in artistry.;monkey;144;Plain;Yes
https://nftstorage.link/ipfs/bafybeifqxsegwfcwusihwelfsagrsanbqjmckwlfr7i3lx72f27lu5l34y/SodaCan_145.png;Vivid Primate Elixir;A psychedelic simian vision in a can.;monkey;145;Plain;Yes
https://nftstorage.link/ipfs/bafybeifqxsegwfcwusihwelfsagrsanbqjmckwlfr7i3lx72f27lu5l34y/SodaCan_146.png;Mystic Primate Elixir 2;Enigmatic, vibrant simian spirit captured in artful serenity.;monkey;146;Plain;No
https://nftstorage.link/ipfs/bafybeifqxsegwfcwusihwelfsagrsanbqjmckwlfr7i3lx72f27lu5l34y/SodaCan_147.png;Mystic Feline Brew;Enchanting psychedelic lion can.;monkey;147;Plain;No
https://nftstorage.link/ipfs/bafybeifqxsegwfcwusihwelfsagrsanbqjmckwlfr7i3lx72f27lu5l34y/SodaCan_148.png;Mystic Primal Gaze;Vibrant tribal wisdom is captured in a mesmerizing artwork.;monkey;148;Plain;No
https://nftstorage.link/ipfs/bafybeifqxsegwfcwusihwelfsagrsanbqjmckwlfr7i3lx72f27lu5l34y/SodaCan_149.png;Mystical Mandrill Mosaic;Vibrant soul in aluminum.;monkey;149;Styled;No
https://nftstorage.link/ipfs/bafybeifqxsegwfcwusihwelfsagrsanbqjmckwlfr7i3lx72f27lu5l34y/SodaCan_150.png;Mystic Feral Brew 1;A vibrant, mystical beast invites intrigue in a liquid canvas.;monkey;150;Plain;No
https://nftstorage.link/ipfs/bafybeifqxsegwfcwusihwelfsagrsanbqjmckwlfr7i3lx72f27lu5l34y/SodaCan_151.png;Mystic Primal Sip;A vibrantly psychedelic simian adorns this can, offering a taste of wild imagination.;monkey;151;Plain;No
https://nftstorage.link/ipfs/bafybeifqxsegwfcwusihwelfsagrsanbqjmckwlfr7i3lx72f27lu5l34y/SodaCan_152.png;Mythical Spectrum Simian;A vibrant mandrill mystique.;monkey;152;Plain;No
https://nftstorage.link/ipfs/bafybeifqxsegwfcwusihwelfsagrsanbqjmckwlfr7i3lx72f27lu5l34y/SodaCan_153.png;Mystic Lion Brew;A vibrant fusion of artistry and spirit on a can.;monkey;153;Plain;No
https://nftstorage.link/ipfs/bafybeifqxsegwfcwusihwelfsagrsanbqjmckwlfr7i3lx72f27lu5l34y/SodaCan_154.png;Mystic Mandala Mane;Enigmatic lion graced with kaleidoscopic tribal artistry.;monkey;154;Styled;No
https://nftstorage.link/ipfs/bafybeifqxsegwfcwusihwelfsagrsanbqjmckwlfr7i3lx72f27lu5l34y/SodaCan_155.png;Chromatic Primate Mystique;Vividly-hued simian gazes, encapsulating wild artistry.;monkey;155;Plain;No
https://nftstorage.link/ipfs/bafybeifqxsegwfcwusihwelfsagrsanbqjmckwlfr7i3lx72f27lu5l34y/SodaCan_156.png;Flame-Maned Monarch;Vibrant lion king captured in a can.;monkey;156;Plain;No
https://nftstorage.link/ipfs/bafybeifqxsegwfcwusihwelfsagrsanbqjmckwlfr7i3lx72f27lu5l34y/SodaCan_157.png;Floral Lion Essence;Vivid hues capture a lion's spirit amidst autumn's bloom.;monkey;157;Styled;No
https://nftstorage.link/ipfs/bafybeifqxsegwfcwusihwelfsagrsanbqjmckwlfr7i3lx72f27lu5l34y/SodaCan_158.png;Prismatic Apex Can;Vibrant beast in repose encased in aluminum.;monkey;158;Plain;No
https://nftstorage.link/ipfs/bafybeifqxsegwfcwusihwelfsagrsanbqjmckwlfr7i3lx72f27lu5l34y/SodaCan_159.png;Chromatic Primal Essence;A psychedelic journey into the soul of nature's untamed spirit.;monkey;159;Plain;No
https://nftstorage.link/ipfs/bafybeifqxsegwfcwusihwelfsagrsanbqjmckwlfr7i3lx72f27lu5l34y/SodaCan_160.png;Mystic Feral Brew 2;Enigmatic eyes guard the elixir within.;monkey;160;Plain;No
https://nftstorage.link/ipfs/bafybeifqxsegwfcwusihwelfsagrsanbqjmckwlfr7i3lx72f27lu5l34y/SodaCan_161.png;Mystic Primal Brew;An ancient beast's gaze, mystically captured on a vibrant vessel.;monkey;161;Styled;No
https://nftstorage.link/ipfs/bafybeifqxsegwfcwusihwelfsagrsanbqjmckwlfr7i3lx72f27lu5l34y/SodaCan_162.png;Mystic Mane Majesty;Vibrant lion spirit encased in artistry.;monkey;162;Plain;No
https://nftstorage.link/ipfs/bafybeifqxsegwfcwusihwelfsagrsanbqjmckwlfr7i3lx72f27lu5l34y/SodaCan_163.png;Prismatic Ape Majesty;A vibrant, tribal visage—Mystique in every hue.;monkey;163;Plain;No
https://nftstorage.link/ipfs/bafybeifqxsegwfcwusihwelfsagrsanbqjmckwlfr7i3lx72f27lu5l34y/SodaCan_164.png;Mystic Lion Brew;An ethereal lion, adorning vibrant wisdom, guarding the sacred elixir.;monkey;164;Plain;No
https://nftstorage.link/ipfs/bafybeifqxsegwfcwusihwelfsagrsanbqjmckwlfr7i3lx72f27lu5l34y/SodaCan_165.png;Mystic Mandala Monkey;Color-drenched simian royalty: an NFT steeped in mystique.;monkey;165;Plain;No
https://nftstorage.link/ipfs/bafybeifqxsegwfcwusihwelfsagrsanbqjmckwlfr7i3lx72f27lu5l34y/SodaCan_166.png;Patriotic Primate Pride;A can emblazoned with a solemn gorilla amid stars and stripes.;monkey;166;Plain;No
https://nftstorage.link/ipfs/bafybeifqxsegwfcwusihwelfsagrsanbqjmckwlfr7i3lx72f27lu5l34y/SodaCan_167.png;Patriotic Primate Brew 1;Intrepid gaze captured in aluminum: freedom sips inspiration.;monkey;167;Plain;No
https://nftstorage.link/ipfs/bafybeifqxsegwfcwusihwelfsagrsanbqjmckwlfr7i3lx72f27lu5l34y/SodaCan_168.png;Patriotic Primate Power 1;A striking fusion of raw strength and national spirit encapsulated.;monkey;168;Plain;No
https://nftstorage.link/ipfs/bafybeifqxsegwfcwusihwelfsagrsanbqjmckwlfr7i3lx72f27lu5l34y/SodaCan_169.png;Primate Patriot Pop;A solemn simian emblazoned with vibrant valor.;monkey;169;Plain;No
https://nftstorage.link/ipfs/bafybeifqxsegwfcwusihwelfsagrsanbqjmckwlfr7i3lx72f27lu5l34y/SodaCan_170.png;Patriotic Primal Gaze 1;An intense fusion of wild spirit and bold symbolism.;monkey;170;Plain;No
https://nftstorage.link/ipfs/bafybeifqxsegwfcwusihwelfsagrsanbqjmckwlfr7i3lx72f27lu5l34y/SodaCan_171.png;Primal Artistry Brew;Vibrant primal gaze encapsulated in a psychedelic liquid canvas.;monkey;171;Plain;No
https://nftstorage.link/ipfs/bafybeifqxsegwfcwusihwelfsagrsanbqjmckwlfr7i3lx72f27lu5l34y/SodaCan_172.png;Patriotic Primate Ponder;Mystique in a can, where untold stories of simian sovereignty unfold.;monkey;172;Plain;No
https://nftstorage.link/ipfs/bafybeifqxsegwfcwusihwelfsagrsanbqjmckwlfr7i3lx72f27lu5l34y/SodaCan_173.png;Patriotic Primate Can 1;Primal gaze wrapped in stars and stripes.;monkey;173;Plain;No
https://nftstorage.link/ipfs/bafybeifqxsegwfcwusihwelfsagrsanbqjmckwlfr7i3lx72f27lu5l34y/SodaCan_174.png;Primal Gaze Soda 1;Enigmatic ape eyes enthrall, encased in vibrant artistry.;monkey;174;Plain;No
https://nftstorage.link/ipfs/bafybeifqxsegwfcwusihwelfsagrsanbqjmckwlfr7i3lx72f27lu5l34y/SodaCan_175.png;Patriotic Primate Power 2;An iconic blend of Americana and animal majesty.;monkey;175;Plain;No
https://nftstorage.link/ipfs/bafybeifqxsegwfcwusihwelfsagrsanbqjmckwlfr7i3lx72f27lu5l34y/SodaCan_176.png;Patriotic Primate Pint;Cosmic gorilla enshrined in star-spangled serenity.;monkey;176;Plain;No
https://nftstorage.link/ipfs/bafybeifqxsegwfcwusihwelfsagrsanbqjmckwlfr7i3lx72f27lu5l34y/SodaCan_177.png;Patriotic Primate Brew 2;A stoic gorilla adorned in stars and stripes encapsulates a wild spirit.;monkey;177;Plain;No
https://nftstorage.link/ipfs/bafybeifqxsegwfcwusihwelfsagrsanbqjmckwlfr7i3lx72f27lu5l34y/SodaCan_178.png;Patriotic Primate Can 2;A stoic simian symbolizing strength and spirit.;monkey;178;Plain;No
https://nftstorage.link/ipfs/bafybeifqxsegwfcwusihwelfsagrsanbqjmckwlfr7i3lx72f27lu5l34y/SodaCan_179.png;Patriotic Primate Can 3;A stirring fusion of wildlife and national pride emblazoned on aluminum.;monkey;179;Plain;No
https://nftstorage.link/ipfs/bafybeifqxsegwfcwusihwelfsagrsanbqjmckwlfr7i3lx72f27lu5l34y/SodaCan_180.png;Patriotic Primate Portent;A stoic simian symbolizes untold tales of valor and enigma.;monkey;180;Plain;No
https://nftstorage.link/ipfs/bafybeifqxsegwfcwusihwelfsagrsanbqjmckwlfr7i3lx72f27lu5l34y/SodaCan_181.png;Primal Gaze Elixir;Intense, mystic primate adorns a vibrant vessel.;monkey;181;Plain;No
https://nftstorage.link/ipfs/bafybeifqxsegwfcwusihwelfsagrsanbqjmckwlfr7i3lx72f27lu5l34y/SodaCan_182.png;Patriotic Primate Prowess;A gaze of freedom: untamed spirit encased.;monkey;182;Plain;No
https://nftstorage.link/ipfs/bafybeifqxsegwfcwusihwelfsagrsanbqjmckwlfr7i3lx72f27lu5l34y/SodaCan_183.png;Primal Gaze Soda 2;Intense simian eyes, canned wildness.;monkey;183;Plain;No
https://nftstorage.link/ipfs/bafybeifqxsegwfcwusihwelfsagrsanbqjmckwlfr7i3lx72f27lu5l34y/SodaCan_184.png;Primal Sip Visionary;A brooding ape adorns this can, embodying wild wisdom and untamed spirit.;monkey;184;Plain;No
https://nftstorage.link/ipfs/bafybeifqxsegwfcwusihwelfsagrsanbqjmckwlfr7i3lx72f27lu5l34y/SodaCan_185.png;Patriotic Primal Gaze 2;The mystical ape's stare captivates from a star-spangled canvas.;monkey;185;Plain;No
https://nftstorage.link/ipfs/bafybeifqxsegwfcwusihwelfsagrsanbqjmckwlfr7i3lx72f27lu5l34y/SodaCan_186.png;Primal Gaze Soda;A fusion of wild instinct and pop culture.;monkey;186;Plain;No
https://nftstorage.link/ipfs/bafybeifqxsegwfcwusihwelfsagrsanbqjmckwlfr7i3lx72f27lu5l34y/SodaCan_187.png;Primal Gaze Energy;A stoic simian's visage, melding wild instinct with urban flair.;monkey;187;Plain;No
https://nftstorage.link/ipfs/bafybeifqxsegwfcwusihwelfsagrsanbqjmckwlfr7i3lx72f27lu5l34y/SodaCan_188.png;Primal Soda Spirit;Enigmatic simian gaze, canned.;monkey;188;Plain;No
https://nftstorage.link/ipfs/bafybeifqxsegwfcwusihwelfsagrsanbqjmckwlfr7i3lx72f27lu5l34y/SodaCan_189.png;Primal Star Vessel;Cosmic energy trapped in primal gaze.;monkey;189;Plain;No
https://nftstorage.link/ipfs/bafybeifqxsegwfcwusihwelfsagrsanbqjmckwlfr7i3lx72f27lu5l34y/SodaCan_190.png;Cosmic Primate Elixir;Intergalactic ape brew, star-infused vitality.;monkey;190;Plain;No
https://nftstorage.link/ipfs/bafybeifqxsegwfcwusihwelfsagrsanbqjmckwlfr7i3lx72f27lu5l34y/SodaCan_191.png;Psychedelic Canine Quench;A vibrant fusion of art and loyalty in a can.;dog;191;Styled;No
https://nftstorage.link/ipfs/bafybeifqxsegwfcwusihwelfsagrsanbqjmckwlfr7i3lx72f27lu5l34y/SodaCan_192.png;Spectral Canine Canvas;A vibrant, pop-art pooch adorns this collectible can.;dog;192;Styled;No
https://nftstorage.link/ipfs/bafybeifqxsegwfcwusihwelfsagrsanbqjmckwlfr7i3lx72f27lu5l34y/SodaCan_193.png;Cosmic Canine Brew 1;Vibrant hues capture a starry-eyed pup's cosmic journey.;dog;193;Plain;No
https://nftstorage.link/ipfs/bafybeifqxsegwfcwusihwelfsagrsanbqjmckwlfr7i3lx72f27lu5l34y/SodaCan_194.png;Mystic Canine Canvas 1;An enigmatic fusion of tribal art and canine spirit, captured in aluminum.;dog;194;Plain;No
https://nftstorage.link/ipfs/bafybeifqxsegwfcwusihwelfsagrsanbqjmckwlfr7i3lx72f27lu5l34y/SodaCan_195.png;Canine Constellations Series 1;A vibrant pug encapsulated in cosmic artistry.;dog;195;Plain;No
https://nftstorage.link/ipfs/bafybeifqxsegwfcwusihwelfsagrsanbqjmckwlfr7i3lx72f27lu5l34y/SodaCan_196.png;Vibrant Canine Elixir;Whimsical hues enliven a dog's gaze, captured in a can.;dog;196;Plain;No
https://nftstorage.link/ipfs/bafybeifqxsegwfcwusihwelfsagrsanbqjmckwlfr7i3lx72f27lu5l34y/SodaCan_197.png;Mystical Canine Canvas;Enigmatic pup adorned in tribal art, encapsulating ancestral spirits.;dog;197;Styled;No
https://nftstorage.link/ipfs/bafybeifqxsegwfcwusihwelfsagrsanbqjmckwlfr7i3lx72f27lu5l34y/SodaCan_198.png;Cosmic Canine Concoction;The vibrant pup's psychedelic swirls entice.;dog;198;Styled;No
https://nftstorage.link/ipfs/bafybeifqxsegwfcwusihwelfsagrsanbqjmckwlfr7i3lx72f27lu5l34y/SodaCan_199.png;Kaleidoscope Canine Cool;Vivid pop-art pooch on a can.;dog;199;Styled;No
https://nftstorage.link/ipfs/bafybeifqxsegwfcwusihwelfsagrsanbqjmckwlfr7i3lx72f27lu5l34y/SodaCan_200.png;Vibrant Canine Canvas;A pop-art pup in a kaleidoscope of colors, expressing the fusion of art and the digital age.;dog;200;Styled;No
https://nftstorage.link/ipfs/bafybeifqxsegwfcwusihwelfsagrsanbqjmckwlfr7i3lx72f27lu5l34y/SodaCan_201.png;Psychedelic Pup Can;Vibrant dog unleashed in colors.;dog;201;Styled;No
https://nftstorage.link/ipfs/bafybeifqxsegwfcwusihwelfsagrsanbqjmckwlfr7i3lx72f27lu5l34y/SodaCan_202.png;Spectrum Sentinel Canine;Vibrant guardian in a can.;dog;202;Styled;No
https://nftstorage.link/ipfs/bafybeifqxsegwfcwusihwelfsagrsanbqjmckwlfr7i3lx72f27lu5l34y/SodaCan_203.png;Canine Spectrum Vision;Vivid hues paint a dog's dream.;dog;203;Plain;No
https://nftstorage.link/ipfs/bafybeifqxsegwfcwusihwelfsagrsanbqjmckwlfr7i3lx72f27lu5l34y/SodaCan_204.png;Cosmic Canine Quench 1;Interstellar thirst meets vibrant guardian.;dog;204;Styled;No
https://nftstorage.link/ipfs/bafybeifqxsegwfcwusihwelfsagrsanbqjmckwlfr7i3lx72f27lu5l34y/SodaCan_205.png;Psychedelic Canine Spirit;Vibrant mandala-infused guardian.;dog;205;Styled;No
https://nftstorage.link/ipfs/bafybeifqxsegwfcwusihwelfsagrsanbqjmckwlfr7i3lx72f27lu5l34y/SodaCan_206.png;Kaleidoscope Canine Quencher;Vibrant thirst for playfulness.;dog;206;Plain;No
https://nftstorage.link/ipfs/bafybeifqxsegwfcwusihwelfsagrsanbqjmckwlfr7i3lx72f27lu5l34y/SodaCan_207.png;Chromatic Canine Quench;Vibrant thirst for artistry.;dog;207;Styled;No
https://nftstorage.link/ipfs/bafybeifqxsegwfcwusihwelfsagrsanbqjmckwlfr7i3lx72f27lu5l34y/SodaCan_208.png;Tribe Canine Canvas;Vibrant dog-inspired art-can, fusing tradition with modernity.;dog;208;Plain;Yes
https://nftstorage.link/ipfs/bafybeifqxsegwfcwusihwelfsagrsanbqjmckwlfr7i3lx72f27lu5l34y/SodaCan_209.png;Psychedelic Pup Can;Vibrant canine artistry in aluminum.;dog;209;Plain;No
https://nftstorage.link/ipfs/bafybeifqxsegwfcwusihwelfsagrsanbqjmckwlfr7i3lx72f27lu5l34y/SodaCan_210.png;Cosmic Canine Brew 2;Pop art meets mysticism in a vibrant, dog-adorned vessel.;dog;210;Plain;No
https://nftstorage.link/ipfs/bafybeifqxsegwfcwusihwelfsagrsanbqjmckwlfr7i3lx72f27lu5l34y/SodaCan_211.png;Canine Cosmic Tapestry;A vibrant pup amid a celestial floral dreamscape.;dog;211;Plain;No
https://nftstorage.link/ipfs/bafybeifqxsegwfcwusihwelfsagrsanbqjmckwlfr7i3lx72f27lu5l34y/SodaCan_212.png;Mystic Canine Canvas 2;A vibrant fusion of art and soul in a whimsical dog portrait.;dog;212;Styled;No
https://nftstorage.link/ipfs/bafybeifqxsegwfcwusihwelfsagrsanbqjmckwlfr7i3lx72f27lu5l34y/SodaCan_213.png;Psychedelic Canine Canvas;Vibrant Frenchie adorns a surreal, floral dreamscape.;dog;213;Styled;No
https://nftstorage.link/ipfs/bafybeifqxsegwfcwusihwelfsagrsanbqjmckwlfr7i3lx72f27lu5l34y/SodaCan_214.png;Mystic Canine Canvas 3;A vibrant, psychedelic portrayal of a dog's spirit.;dog;214;Plain;No
https://nftstorage.link/ipfs/bafybeifqxsegwfcwusihwelfsagrsanbqjmckwlfr7i3lx72f27lu5l34y/SodaCan_215.png;Mystic Canine Canvas 4;A soda can transformed into a tapestry of vibrant tribal dog art.;dog;215;Plain;No
https://nftstorage.link/ipfs/bafybeifqxsegwfcwusihwelfsagrsanbqjmckwlfr7i3lx72f27lu5l34y/SodaCan_216.png;Ethereal Canine Vessel;Mystic gaze from a vibrant vessel.;dog;216;Plain;No
https://nftstorage.link/ipfs/bafybeifqxsegwfcwusihwelfsagrsanbqjmckwlfr7i3lx72f27lu5l34y/SodaCan_217.png;Canine Chroma Quencher;A vibrant blend of artistry and spirit, encapsulated in a whimsical dog vessel.;dog;217;Plain;No
https://nftstorage.link/ipfs/bafybeifqxsegwfcwusihwelfsagrsanbqjmckwlfr7i3lx72f27lu5l34y/SodaCan_218.png;Canine Constellations Series 2;A vivid, cosmic-spaniel fusion, encapsulating the universe's colorful wonder.;dog;218;Styled;Yes
https://nftstorage.link/ipfs/bafybeifqxsegwfcwusihwelfsagrsanbqjmckwlfr7i3lx72f27lu5l34y/SodaCan_219.png;Cosmic Canine Quench 2;A vibrant, psychedelic pup encapsulates a thirst for the extraordinary.;dog;219;Styled;No
https://nftstorage.link/ipfs/bafybeifqxsegwfcwusihwelfsagrsanbqjmckwlfr7i3lx72f27lu5l34y/SodaCan_220.png;Canine Chroma Quench;Vivid hues capture a dog's spirit, canned in psychedelic artistry.;dog;220;Plain;No
https://nftstorage.link/ipfs/bafybeifqxsegwfcwusihwelfsagrsanbqjmckwlfr7i3lx72f27lu5l34y/SodaCan_221.png;Cosmic Canine Quencher;A psychedelic pop in a vibrant, cosmic wrapper, popping with color.;dog;221;Plain;No
https://nftstorage.link/ipfs/bafybeifqxsegwfcwusihwelfsagrsanbqjmckwlfr7i3lx72f27lu5l34y/SodaCan_222.png;Canine Constellations Series 3;An artistic fusion of vibrant cosmos and stoic canine on a sleek canvas.;dog;222;Plain;No
https://nftstorage.link/ipfs/bafybeifqxsegwfcwusihwelfsagrsanbqjmckwlfr7i3lx72f27lu5l34y/SodaCan_223.png;Spectral Spaniel Swirl;A vibrant, psychedelic canine portrait.;dog;223;Styled;No
https://nftstorage.link/ipfs/bafybeifqxsegwfcwusihwelfsagrsanbqjmckwlfr7i3lx72f27lu5l34y/SodaCan_224.png;Cosmic Canine Swirl 1;A vibrant swirl of cosmic hues and canine gaze.;dog;224;Styled;No
https://nftstorage.link/ipfs/bafybeifqxsegwfcwusihwelfsagrsanbqjmckwlfr7i3lx72f27lu5l34y/SodaCan_225.png;Cosmic Canine Swirl 2;A vibrant vortex of doggy dreams captured in psychedelic artistry.;dog;225;Styled;No
https://nftstorage.link/ipfs/bafybeifqxsegwfcwusihwelfsagrsanbqjmckwlfr7i3lx72f27lu5l34y/SodaCan_226.png;Psychedelic Spaniel Swirl;Vivid canine artistry encapsulated.;dog;226;Styled;No
https://nftstorage.link/ipfs/bafybeifqxsegwfcwusihwelfsagrsanbqjmckwlfr7i3lx72f27lu5l34y/SodaCan_227.png;Canine Constellations Series 4;A vibrant, soulful pup encased in psychedelic hues.;dog;227;Styled;No
https://nftstorage.link/ipfs/bafybeifqxsegwfcwusihwelfsagrsanbqjmckwlfr7i3lx72f27lu5l34y/SodaCan_228.png;Floral Raptor Gaze;Eagle spirit enshrined in vibrant bloom.;bird;228;Plain;No
https://nftstorage.link/ipfs/bafybeifqxsegwfcwusihwelfsagrsanbqjmckwlfr7i3lx72f27lu5l34y/SodaCan_229.png;Mystical Canine Cosmos;A vibrant fusion of a pensive pup amidst a psychedelic tapestry of space.;dog;229;Styled;No
https://nftstorage.link/ipfs/bafybeifqxsegwfcwusihwelfsagrsanbqjmckwlfr7i3lx72f27lu5l34y/SodaCan_230.png;Tribal Canine Canvas;Vibrant totem art fused into the modern medium.;dog;230;Styled;No
https://nftstorage.link/ipfs/bafybeifqxsegwfcwusihwelfsagrsanbqjmckwlfr7i3lx72f27lu5l34y/SodaCan_231.png;Tribal Canine Spirit;Mystical guardian in vibrant hues, standing timeless in digital folklore.;dog;231;Styled;No
https://nftstorage.link/ipfs/bafybeifqxsegwfcwusihwelfsagrsanbqjmckwlfr7i3lx72f27lu5l34y/SodaCan_232.png;Canine Cosmic Canvas;Enigmatic dog adorned with vibrant cosmic patterns, exuding mystic charm.;dog;232;Styled;No
https://nftstorage.link/ipfs/bafybeifqxsegwfcwusihwelfsagrsanbqjmckwlfr7i3lx72f27lu5l34y/SodaCan_233.png;Mystic Canine Bloom;A vibrant fusion of flora and fauna in a captivating canine silhouette.;dog;233;Styled;No
https://nftstorage.link/ipfs/bafybeifqxsegwfcwusihwelfsagrsanbqjmckwlfr7i3lx72f27lu5l34y/SodaCan_234.png;Ethereal Avian Bloom;Vivid phoenix rebirth on a can.;bird;234;Plain;No
https://nftstorage.link/ipfs/bafybeifqxsegwfcwusihwelfsagrsanbqjmckwlfr7i3lx72f27lu5l34y/SodaCan_235.png;Floral Raptor Essence;Vivid blossoms merge with an eagle's gaze.;bird;235;Plain;No
https://nftstorage.link/ipfs/bafybeifqxsegwfcwusihwelfsagrsanbqjmckwlfr7i3lx72f27lu5l34y/SodaCan_236.png;Vibrant Avian Aegis;A vivid tapestry of nature's guardian immortalized on aluminum canvas.;bird;236;Plain;No
